CRYSTA Running Shoes ,Blue,Men,Campus,786,25.0,4.1,6590.0,1000.0
Troy MU IDP Walking Shoes ,Grey,Men,Puma,1399,65.0,3.9,414.0,71.0
Running Shoes ,Black,Men,Puma,1399,65.0,4.2,27.0,4.0
Gorunfocus Athos Walking Shoes ,"Grey, Orange",Men,Skechers,2879,40.0,4.4,147.0,17.0
Propel 3D MU IDP Running Shoes ,Blue,Men,Puma,1399,65.0,4.2,381.0,62.0
Running Shoes ,White,Men,REEBOK,999,72.0,3.9,106.0,19.0
Ramen Motorsport Shoe ,Grey,Men,Fila,1299,60.0,4.3,8594.0,1186.0
Walking Shoes ,Black,Men,MILESWALKER,360,63.0,3.8,961.0,141.0
5011-Latest Collection Stylish Casual Loafer Sneakers Shoes For Men Sneakers ,Red,Men,"World, Wear, Footwear",228,54.0,3.9,18011.0,2018.0
Slip On Sneakers ,Grey,Men,Kzaara,284,71.0,3.9,5051.0,729.0
Smart Casuals Canvas Shoes Combo pack of 2 Sneakers ,Multicolor,Men,Chevit,299,70.0,4.0,1179.0,172.0
Combo Pack of 5 Casual Loafer Sneakers Shoes High Tops ,Multicolor,Men,Shoefly,949,61.0,3.9,968.0,146.0
Designer Loafers ,"Brown, Blue",Men,Hotstyle,283,43.0,4.0,3874.0,409.0
Icon IDP Sneakers ,Green,Men,Puma,1320,59.0,4.1,6877.0,912.0
Propel 3D IDP Running Shoes ,Grey,Men,Puma,1399,65.0,4.2,6272.0,889.0
Mesh Sports Walking Shoes ,Blue,Men,Aadi,331,66.0,3.7,32581.0,4304.0
WNDR-13 Running Shoes ,"Black, Grey",Men,Asian,474,20.0,4.1,244376.0,38977.0
CRYSTA Running Shoes ,Black,Men,Campus,786,25.0,4.1,6590.0,1000.0
Tan Synthetic Leather Formal Shoes Lace Up ,Tan,Men,Dunkaston,350,64.0,4.1,1137.0,167.0
Wired Walking Shoes ,Black,Men,Puma,1749,50.0,4.4,527.0,75.0
Combo pack of 2 shoes for men Sneakers ,Multicolor,Men,Earton,498,50.0,3.9,322.0,43.0
Combo Pack of 2 Latest Collection Stylish casual Sports Running Shoes Running Shoes ,Multicolor,Men,Axter,478,52.0,3.6,528.0,55.0
Zipper Synthetic Leather Casual Partywear New Design Stylish Boots For Women And Girls Boots ,Black,Women,AROOM,489,51.0,4.3,933.0,162.0
Future-01 running shoes ,"Navy, White",Men,Asian,474,13.0,4.0,13685.0,2107.0
Combo Pack of 2 Latest Collection Stylish casual Sports Running Shoes Running Shoes ,Multicolor,Men,Axter,449,55.0,3.5,2207.0,308.0
Casual Boy Shoes in White Color Men Walking Running Gymwear sports Sneakers for daily use for Gent Casuals ,White,Men,Inklenzo,439,56.0,3.9,474.0,47.0
Troy MU IDP Walking Shoes ,Grey,Men,Puma,1399,65.0,3.9,414.0,65.0
COURTKING2 Badminton Shoes ,White,Men,Yonex,1299,27.0,4.3,14144.0,1896.0
277 Running Shoes ,"White, Black",Men,Sparx,710,21.0,4.2,49591.0,8624.0
"Bouncer-01 Running shoes for boys | sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight grey shoes for running, walking, gym, trekking, hiking & party Running Shoes ","Grey, Orange",Men,Asian,799,20.0,4.3,126.0,7.0
WNDR-13 Running Shoes ,"Black, Grey",Men,Asian,474,20.0,4.1,244376.0,38977.0
Propel 3D MU IDP Running Shoes ,Blue,Men,Puma,1399,65.0,4.2,381.0,62.0
"Walking Shoes,Gym Shoes,Knit Sports Shoes,Training Shoes,Sports Shoes, Running Shoes,Casual Shoes Running Shoes ","Navy, Blue",Men,Asian,474,20.0,4.1,26554.0,3911.0
Walking Shoes ,Black,Men,MILESWALKER,360,63.0,3.8,961.0,141.0
Acrux IDP Sneakers ,Black,Men,Puma,1584,51.0,4.2,1550.0,181.0
Combo Pack of 5 Casual Loafer Sneakers Shoes High Tops ,Multicolor,Men,Shoefly,949,61.0,3.9,968.0,146.0
Sports Casual Running Shoes ,White,Men,Kraasa,474,52.0,3.9,1185.0,159.0
Propel 3D IDP Running Shoes ,Grey,Men,Puma,1399,65.0,4.2,6272.0,889.0
Shark Bottom Breathable Men's Shoes Breathable Comfortable Running Shoes Fashion Sneakers Running Shoes ,Multicolor,Men,BOLTAGO,426,57.0,3.8,514.0,67.0
"sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men� Running Shoes ",Yellow,Men,LAYASA,389,61.0,4.1,10830.0,1601.0
EVOK Running Shoes ,White,Men,Campus,1299,23.0,4.2,712.0,103.0
Wired Walking Shoes ,Black,Men,Puma,1749,50.0,4.4,527.0,75.0
"Lightweight Combo Pack of 02 Trendy Sneakers Casuals For Men's (Red, Yellow) Sneakers ","Red, Yellow) Sneakers For Men  (Red, Yellow",Men,Chevit,570,42.0,4.0,648.0,85.0
"sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men� Running Shoes ","Black, White",Men,layasa,389,61.0,4.1,10830.0,1601.0
Loafers ,Blue,Men,Clymb,209,58.0,3.8,9982.0,1316.0
1712 Loafers ,Black,Men,TIGONIS,299,70.0,4.1,496.0,69.0
Troy MU IDP Walking Shoes ,Grey,Men,Puma,1399,65.0,3.9,414.0,71.0
Running Shoes ,Black,Men,Aadi,499,50.0,4.1,22406.0,3339.0
Propel 3D MU IDP Running Shoes ,Blue,Men,Puma,1399,65.0,4.2,381.0,62.0
"Running,Gym,Sports Running Shoes ",Red,Men,MILESWALKER,299,70.0,3.8,26753.0,3353.0
GO RUN FAST Running Shoes ,Black,Men,Skechers,2999,40.0,4.4,37.0,11.0
Walking Shoes ,Black,Men,MILESWALKER,360,63.0,3.8,961.0,141.0
Walking Shoes ,Grey,Men,Aadi,379,62.0,4.1,1850.0,262.0
FLEX ADVANTAGE 3.0-MORWICK Walking Shoes ,Blue,Men,Skechers,3179,40.0,4.3,747.0,83.0
"Boots, Outdoors, Boat Shoes Casuals ",Tan,Men,Kraasa,474,52.0,3.8,34688.0,5135.0
Combo Pack of 5 Casual Loafer Sneakers Shoes High Tops ,Multicolor,Men,Shoefly,949,61.0,3.9,968.0,146.0
Propel 3D IDP Running Shoes ,Grey,Men,Puma,1399,65.0,4.2,6272.0,893.0
Jio-13 Running Shoes ,"Silver, Black",Men,Asian,499,16.0,4.1,244376.0,38977.0
Combo pack of 2 shoes for men Walking Shoes ,"Black, Blue",Men,Armado,498,50.0,3.6,8737.0,1039.0
"Airsocks-12 Men's Flyknit Socks Sneakers,Ultra-lightweight, Breathable, Walking, Running, Casual Athleisure Knitted Sock Shoes Walking Shoes ",Grey,Men,Asian,649,56.0,4.1,14562.0,2304.0
Wired Walking Shoes ,Black,Men,Puma,1749,50.0,4.4,527.0,75.0
Lightweight Gymwear Sport Running Shoes Cricket Shoes For Men Black Shoes (Boys) Running Shoes ,Boys) Running Shoes For Men  (Black,Men,RUFFBIRD,299,70.0,3.8,1798.0,268.0
Running Shoes ,Orange,Men,Aadi,426,57.0,4.1,22406.0,3339.0
"sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men� Running Shoes ","Black, White",Men,layasa,389,61.0,4.1,10830.0,1601.0
Ramen Basketball Shoe ,"Black, White",Men,Fila,1299,60.0,4.3,8594.0,1186.0
Socks Shoes Casuals ,"Blue, Black",Men,Sukun,423,57.0,4.1,11429.0,1534.0
STYLISH-WHITE-6 Sneakers ,White,Men,URBANBOX,178,64.0,3.8,2103.0,208.0
Hip Hop Mid Perf IDP Sneakers ,Blue,Men,Puma,1540,55.0,4.3,799.0,138.0
1712 Loafers ,Black,Men,TIGONIS,299,70.0,4.1,496.0,69.0
Troy MU IDP Walking Shoes ,Grey,Men,Puma,1399,65.0,3.9,414.0,65.0
Combo pack of 2 sports and running shoes for men ,Multicolor,Men,Armado,498,50.0,3.6,8737.0,1039.0
Loafers ,Grey,Men,Nobelite,200,59.0,4.1,1671.0,239.0
Propel 3D MU IDP Running Shoes ,Blue,Men,Puma,1399,65.0,4.2,381.0,62.0
KENT Running Shoes ,Navy,Men,Campus,999,23.0,4.2,1720.0,329.0
Lightweight Running Sports Shoes For Men Running Shoes ,"Black, Green",Men,MILESWALKER,349,65.0,4.1,1260.0,195.0
Walking Shoes ,Black,Men,MILESWALKER,360,63.0,3.8,961.0,141.0
Lace Up ,Brown,Men,Mactree,630,63.0,3.9,697.0,121.0
SM-300 Running Shoes ,"Navy, Green",Men,Sparx,688,18.0,4.2,15367.0,2645.0
Propel 3D IDP Running Shoes ,Grey,Men,Puma,1399,65.0,4.2,6272.0,893.0
Electron Street Eng Mesh Sneakers ,Black,Men,Puma,2200,55.0,4.1,89.0,9.0
Combo Pack of 5 Casual Loafer Sneakers Shoes High Tops ,Multicolor,Men,Shoefly,949,61.0,3.9,968.0,146.0
Men's Stylish Loafers ,"Blue, Black",Men,"Lee, Won",211,57.0,3.9,3061.0,419.0
Walking Shoes ,Grey,Men,"Red, Tape",1259,70.0,4.2,374.0,61.0
EQUALIZER 3.0 Walking Shoes ,Grey,Men,Skechers,2999,40.0,4.4,847.0,111.0
SM-397 Training & Gym Shoes ,"Red, Black",Men,Sparx,850,18.0,4.2,17926.0,2877.0
Wired Walking Shoes ,Black,Men,Puma,1749,50.0,4.4,527.0,75.0
GEL-CONTEND 5B Running Shoes ,Black,Men,Asics,2399,40.0,4.2,195.0,34.0
Smart Casuals Canvas Shoes Combo pack of 2 Sneakers ,Multicolor,Men,Chevit,323,67.0,4.0,1179.0,172.0
Combo Pack of 2 Latest Collection Stylish casual Sports Running Shoes Running Shoes ,Multicolor,Men,Axter,478,52.0,3.6,528.0,56.0
2019 summer new Men Sport Running sneakers Lace-up Cushioning Man EAF Sneakers Breathable Outdoor Walking Jogging Trekking Shoes Running Shoes ,Multicolor,Men,"Mr, SHOES",1377,72.0,4.3,648.0,119.0
Oxygen Running Shoes ,"Navy, Blue",Men,Beerock,485,51.0,4.0,83851.0,11551.0
Troy MU IDP Walking Shoes ,Grey,Men,Puma,1399,65.0,3.9,414.0,65.0
Stylish Combos Loafers ,Multicolor,Men,WELDONE,594,60.0,4.0,13433.0,1758.0
Propel 3D MU IDP Running Shoes ,Blue,Men,Puma,1399,65.0,4.2,381.0,62.0
"Mens Flyknit Sneakers, Lightweight, Breathable, Walking, Running, Casual Athleisure Knitted Shoes Running Shoes ",Grey,Men,Kraasa,474,52.0,4.1,759.0,111.0
Walking Shoes ,Black,Men,MILESWALKER,360,63.0,3.8,961.0,148.0
OXYFIT Casuals ,Navy,Men,Campus,789,1.0,4.2,2210.0,323.0
Akayu 2 Badminton Shoes ,"Red, Black",Men,Yonex,1658,33.0,4.2,4843.0,648.0
Slip On ,Black,Men,"ASF, Shoe",299,70.0,3.8,2472.0,334.0
Propel 3D IDP Running Shoes ,Grey,Men,Puma,1399,65.0,4.2,6272.0,889.0
NORTH Running Shoes ,Grey,Men,Campus,1424,5.0,4.2,11426.0,1781.0
Combo Pack of 5 Casual Loafer Sneakers Shoes High Tops ,Multicolor,Men,Shoefly,949,61.0,3.9,968.0,146.0
Combo Pack of 2 Latest Collection Stylish Casual Shoes Sneakers ,Multicolor,Men,Camfoot,328,67.0,3.8,2064.0,272.0
Feather Print New Spring Season White Shoes Men Running Flat PU Sneakers Male White Board Shoes Sports Outdoor Shoes  Sneakers ,White,Men,ASTEROID,599,40.0,4.3,69.0,6.0
Mojaris ,Black,Men,Aadi,426,57.0,4.0,420.0,61.0
Bounder- Arkala Running Shoes ,Navy,Men,Skechers,3479,40.0,4.1,401.0,38.0
Gamble XT IDP Running Shoes ,Grey,Men,Puma,1399,65.0,4.0,1601.0,181.0
EQUALIZER 3.0 Walking Shoes ,Black,Men,Skechers,2879,40.0,4.4,215.0,25.0
Wired Walking Shoes ,Black,Men,Puma,1749,50.0,4.4,527.0,75.0
"Drag-02 Running shoes for boys | sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight navy shoes for running, walking, gym, trekking, hiking & party Lace Up Lace Up Training & Gym Shoes ","Navy, Blue",Men,Asian,999,33.0,4.1,1176.0,199.0
Men SM-406 Grey Running Shoes ,Grey,Men,Sparx,849,19.0,4.2,25051.0,3724.0
SM-162 Sneakers ,Black,Men,Sparx,769,18.0,4.2,67806.0,10761.0
Combo Pack of 2 Latest Collection Stylish casual Sports Running Shoes Running Shoes ,Multicolor,Men,Axter,478,52.0,3.6,528.0,55.0
Go Run Mojo-Radar Running Shoes ,"Black, Red, White",Men,Skechers,3179,47.0,4.0,280.0,33.0
Combo pack of 2 sports and running shoes for men Running Shoes ,Multicolor,Men,Sporter,499,50.0,3.5,1411.0,229.0
ENCOUNTER 7 Football Shoes ,"Blue, Yellow",Men,Nivia,552,5.0,3.9,253.0,32.0
Troy MU IDP Walking Shoes ,Grey,Men,Puma,1399,65.0,3.9,414.0,65.0
ROYCE-2 Running Shoes ,Blue,Men,Campus,954,9.0,4.2,28598.0,4350.0
Propel 3D MU IDP Running Shoes ,Blue,Men,Puma,1399,65.0,4.2,381.0,62.0
Combat Army Boot For Men Boots ,"Green, Black",Men,"Para, Trooper",999,56.0,4.0,2181.0,330.0
"sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men� Sneakers ",Black,Men,layasa,389,61.0,4.1,10830.0,1601.0
Walking Shoes ,Black,Men,MILESWALKER,360,63.0,3.8,961.0,141.0
OXYFIT Casuals ,Navy,Men,Campus,789,1.0,4.2,2210.0,323.0
COURTKING2 Badminton Shoes ,Green,Men,Yonex,1299,27.0,4.3,14145.0,1915.0
Lace Up ,Brown,Men,Mactree,630,63.0,3.9,697.0,121.0
Propel 3D IDP Running Shoes ,Grey,Men,Puma,1399,65.0,4.2,6272.0,889.0
COSTA Running Shoes ,White,Men,Campus,989,5.0,4.1,221.0,29.0
MEN's Hiking & Trekking Shoes ,"Black, Beige",Men,Aadi,474,52.0,4.0,5245.0,784.0
Combo Pack of 5 Casual Loafer Sneakers Shoes High Tops ,Multicolor,Men,Shoefly,949,61.0,3.9,968.0,146.0
Combo of 2 Casuals ,Multicolor,Men,Abisto,299,70.0,4.0,910.0,100.0
Suede Leather Chelsea Boots ,Tan,Men,Freacksters,1661,52.0,4.2,3090.0,417.0
SC0620G Canvas Shoes ,"Grey, Blue",Men,Sparx,999,20.0,4.2,2648.0,397.0
Girls Casual Partywear Sneakers For Women Sneakers ,Grey,Women,JIANSH,399,60.0,4.1,6118.0,925.0
MCW-145 Running Shoes ,Multicolor,Men,BRUTON,299,76.0,3.7,14495.0,2095.0
Wired Walking Shoes ,Black,Men,Puma,1749,50.0,4.4,527.0,75.0
Men SM-487 Black White Running Shoes ,"Black, White",Men,Sparx,1371,19.0,4.3,1340.0,221.0
Walking Shoes ,White,Men,"Red, Tape",1259,70.0,4.2,374.0,55.0
Men's Maroon Mesh Running Sport Shoes Running Shoes ,Maroon,Men,Aadi,379,62.0,4.1,1850.0,239.0
Belt gry Walking Shoes ,Grey,Men,Woati,348,61.0,3.9,147.0,17.0
Combo Pack of 2 Latest Collection Stylish casual Sports Running Shoes Running Shoes ,Multicolor,Men,Axter,478,52.0,3.6,528.0,55.0
CRYSTA Running Shoes ,Blue,Men,Campus,786,25.0,4.1,6590.0,1000.0
Troy MU IDP Walking Shoes ,Grey,Men,Puma,1399,65.0,3.9,414.0,65.0
Combo pack of 2 sports and running shoes for men Running Shoes ,Multicolor,Men,Sporter,498,50.0,3.8,704.0,108.0
Men SM-379 Black Red Walking Shoes ,"Red, Black",Men,Sparx,1094,24.0,3.8,791.0,108.0
Running Shoes ,White,Men,Asian,499,16.0,4.0,12182.0,1837.0
Propel 3D MU IDP Running Shoes ,Blue,Men,Puma,1399,65.0,4.2,381.0,62.0
shoes for Men pack of 2 Combo Casuals ,Multicolor,Men,Bersache,498,50.0,4.0,132.0,15.0
casual shoe for men Sneakers ,Black,Men,bluemaker,399,60.0,3.9,1241.0,161.0
PRO-CAP-AW1016 Boots ,Brown,Men,Provogue,799,55.0,4.0,6151.0,985.0
"Combo pack of 2 casual, loafer and sneaker shoes for men Loafers ",Multicolor,Men,Armado,419,58.0,4.1,64.0,8.0
men Air Cushion Basketball Sneakers Anti-skid High-top Basketball Shoes ,White,Men,"Mr, SHOES",1424,71.0,3.6,127.0,21.0
Walking Shoes ,Black,Men,MILESWALKER,360,63.0,3.8,961.0,141.0
COURTKING2 Badminton Shoes ,Silver,Men,Yonex,1299,27.0,4.3,14145.0,1915.0
Propel 3D IDP Running Shoes ,Grey,Men,Puma,1399,65.0,4.2,6272.0,893.0
GEL-CONTEND 5B Running Shoes ,Black,Men,Asics,2399,40.0,4.2,195.0,34.0
Combo Pack of 5 Casual Loafer Sneakers Shoes High Tops ,Multicolor,Men,Shoefly,949,61.0,3.9,968.0,146.0
Black Money Boots ,"Red, Black",Men,Essence,499,50.0,3.8,5568.0,714.0
EQUALIZER 3.0 Sneakers ,Black,Men,Skechers,2999,40.0,4.4,847.0,111.0
Wired Walking Shoes ,Black,Men,Puma,1749,50.0,4.4,527.0,75.0
BLACK SHARK Training & Gym Shoes ,Black,Men,XYLUS,379,62.0,4.1,700.0,97.0
Running Shoes ,Black,Men,Adza,474,78.0,3.8,23371.0,3379.0
Walking Shoes ,White,Men,Numenzo,388,61.0,3.9,887.0,103.0
"Walking Shoes,Gym Shoes,Knit Sports Shoes,Training Shoes,Sports Shoes, Running Shoes,Casual Shoes Running Shoes ",Black,Men,Asian,474,20.0,4.1,26554.0,3911.0
Troy MU IDP Walking Shoes ,Grey,Men,Puma,1399,65.0,3.9,414.0,71.0
Akayu 2 Badminton Shoes ,"Red, Black",Men,Yonex,1658,33.0,4.2,4843.0,647.0
Propel 3D MU IDP Running Shoes ,Blue,Men,Puma,1399,65.0,4.2,381.0,62.0
COURTKING2 Badminton Shoes ,Red,Men,Yonex,1299,27.0,4.3,14145.0,1915.0
Sneakers ,Red,Men,BRUTON,249,58.0,3.9,42.0,2.0
Walking Shoes ,Black,Men,MILESWALKER,360,63.0,3.8,961.0,141.0
Socks Shoes Casuals ,Grey,Men,Sukun,423,57.0,4.1,11429.0,1534.0
SM-620 Sneakers ,"Black, Red",Men,Sparx,999,20.0,4.2,2648.0,397.0
Walking Shoes ,"Pink, Grey",Women,Asian,664,55.0,4.2,21349.0,3176.0
Combo Pack of 5 Casual Loafer Sneakers Shoes High Tops ,Multicolor,Men,Shoefly,949,61.0,3.9,968.0,146.0
BOUNDER-MIRKLE Running Shoes ,Black,Men,Skechers,3299,40.0,4.0,476.0,47.0
Propel 3D IDP Running Shoes ,Grey,Men,Puma,1399,65.0,4.2,6272.0,889.0
"Hattrick-02 Running shoes for boys | laceless sports shoes for men | Latest Stylish Casual sneakers for men without laces | Slip on blue shoes for running, walking, gym, trekking & party Walking Shoes ","Blue, Blue",Men,Asian,759,24.0,4.0,544.0,99.0
Slip On ,Tan,Men,Bata,999,50.0,4.0,125.0,22.0
"Mesh Running Shoes ,Cricket Shoes , Badminton Shoes , Volly Ball Shoes , Sports Shoes For Mens And Boys? Running Shoes For Men Running Shoes ",Grey,Mens,obot,299,70.0,4.1,40.0,4.0
Casuals ,"Blue, Orange",Men,Clymb,211,57.0,3.8,9982.0,1316.0
casual for men sneaker shoes high top shoes stylish High Tops ,Yellow,Men,DOLLER,449,55.0,4.1,3085.0,395.0
Combo Pack of 3 Casual Shoes ,Navy,Men,Stinson,698,53.0,3.8,526.0,62.0
Wired Walking Shoes ,Black,Men,Puma,1749,50.0,4.4,527.0,76.0
White Sneaker For Men's/Boy's Sneakers ,White,Men,Claptrap,379,15.0,4.0,4905.0,604.0
NORTH Running Shoes ,Black,Men,Campus,1424,5.0,4.2,11426.0,1781.0
Go Run 600-Spectra Running Shoes ,Grey,Men,Skechers,3179,40.0,4.3,150.0,23.0
Combo Pack of 2 Latest Collection Stylish casual Sports Running Shoes Running Shoes ,Multicolor,Men,Axter,478,52.0,3.6,528.0,56.0
170 Smart Grey Lace-Ups Casuals for Men Sneakers ,Grey,Men,Chevit,236,52.0,4.0,9517.0,1053.0
 Men's Combo Pack Of 3 Synthetic Casuals Shoes Sneakers ,Multicolor,Men,Fabbmate,999,66.0,3.7,2234.0,260.0
Troy MU IDP Walking Shoes ,Grey,Men,Puma,1399,65.0,3.9,414.0,71.0
Walking Shoes ,"Pink, Grey",Women,Asian,664,55.0,4.2,21349.0,3176.0
fuzor B Running Shoes ,Black,Men,Asics,2279,40.0,4.4,298.0,52.0
Sports shoe Running Shoes ,"Black, Grey",Men,SEGA,599,36.0,3.9,4297.0,645.0
Propel 3D MU IDP Running Shoes ,Blue,Men,Puma,1399,65.0,4.2,381.0,62.0
COURTKING2 Badminton Shoes ,Red,Men,Yonex,1299,27.0,4.3,14145.0,1896.0
Walking Shoes ,Black,Men,MILESWALKER,360,63.0,3.8,961.0,148.0
VERTIGO NAVY RUNNING SHOES For MEN 6 Running Shoes ,Navy,MEN,Lotto,899,64.0,4.1,113634.0,15655.0
Party Wear Shoes ,Black,Men,Aadi,474,52.0,4.1,4666.0,681.0
Casuals ,"Blue, Orange",Men,Clymb,211,57.0,3.8,9982.0,1316.0
Shoes Kingdom _LB791 Mocassins Casual Loafers For Men (Black) Loafers ,Black) Loafers For Men  (Black,Men,"Shoes, Kingdom",739,26.0,3.7,6168.0,795.0
Combo Pack of 5 Casual Loafer Sneakers Shoes High Tops ,Multicolor,Men,Shoefly,949,61.0,3.9,968.0,146.0
